"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4097","ConfigStepsDeveloperCannotDeleteStepTest()","","2026-07-16","passed","2026-07-16","","api.ConfigStepsTest","api.ConfigStepsTest","ConfigStepsDeveloperCannotDeleteStepTest"
"","1006","userCannotCreateBuildConfigurationWithInvalidId()","","2026-07-16","passed","2026-07-16","","api.build.BuildConfigurationTest","api.build.BuildConfigurationTest","userCannotCreateBuildConfigurationWithInvalidId"
"","1062","userCanCreateBuildConfiguration()","","2026-07-16","passed","2026-07-16","","api.build.BuildConfigurationTest","api.build.BuildConfigurationTest","userCanCreateBuildConfiguration"
"","226","adminCannotGetNotExistingProjectByIdTest()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCannotGetNotExistingProjectByIdTest"
"","732","adminCannotDoCRUDOperationsWithoutAuthTest()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCannotDoCRUDOperationsWithoutAuthTest"
"","3288","ConfigStepsViewerCannotCreateStepTest()","","2026-07-16","passed","2026-07-16","","api.ConfigStepsTest","api.ConfigStepsTest","ConfigStepsViewerCannotCreateStepTest"
"","4508","ConfigStepsViewerCannotUpdateStepTest()","","2026-07-16","passed","2026-07-16","","api.ConfigStepsTest","api.ConfigStepsTest","ConfigStepsViewerCannotUpdateStepTest"
"","8143","adminCanCreateProjectAndGetItByIdTest()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCanCreateProjectAndGetItByIdTest"
"","130","ConfigStepsCannotCreateStepWithInvalidBearerTokenTest()","","2026-07-16","passed","2026-07-16","","api.ConfigStepsTest","api.ConfigStepsTest","ConfigStepsCannotCreateStepWithInvalidBearerTokenTest"
"","411","ConfigStepsCannotDeleteWithoutAuthTest()","","2026-07-16","passed","2026-07-16","","api.ConfigStepsTest","api.ConfigStepsTest","ConfigStepsCannotDeleteWithoutAuthTest"
"","4786","invalidBearerTokenAuthTest()","","2026-07-16","passed","2026-07-16","","api.authorization.AuthorizationUserTest","api.authorization.AuthorizationUserTest","invalidBearerTokenAuthTest"
