"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","150","adminCannotGetNotExistingProjectByIdTest()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCannotGetNotExistingProjectByIdTest"
"","2051","adminCannotCreateProjectWithTheSameNameTest()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCannotCreateProjectWithTheSameNameTest"
"","2042","invalidBearerTokenAuthTest()","","2026-07-16","passed","2026-07-16","","api.authorization.AuthorizationUserTest","api.authorization.AuthorizationUserTest","invalidBearerTokenAuthTest"
"","137","basicAuthInvalidDataTest(String, String, String) Negative tests: all wrong","","2026-07-16","passed","2026-07-16","","api.authorization.AuthorizationUserTest","api.authorization.AuthorizationUserTest","basicAuthInvalidDataTest"
"","1087","agentCanBeUnauthorized()","","2026-07-16","passed","2026-07-16","","api.agent.AgentTest","api.agent.AgentTest","agentCanBeUnauthorized"
"","391","adminCannotDoCRUDOperationsWithoutAuthTest()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCannotDoCRUDOperationsWithoutAuthTest"
"","669","userCanDeleteBuildConfiguration()","","2026-07-16","passed","2026-07-16","","api.build.BuildConfigurationTest","api.build.BuildConfigurationTest","userCanDeleteBuildConfiguration"
"","223","bearerTokenAuthTest()","","2026-07-16","passed","2026-07-16","","api.authorization.AuthorizationUserTest","api.authorization.AuthorizationUserTest","bearerTokenAuthTest"
"","4085","adminCanCreateProjectOnlyWithMandatoryParamsTest()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCanCreateProjectOnlyWithMandatoryParamsTest"
"","127","basicAuthInvalidDataTest(String, String, String) Negative tests: wrong username","","2026-07-16","passed","2026-07-16","","api.authorization.AuthorizationUserTest","api.authorization.AuthorizationUserTest","basicAuthInvalidDataTest"
"","809","agentCanBeConnectedToTheServerTest()","","2026-07-16","passed","2026-07-16","","api.agent.AgentTest","api.agent.AgentTest","agentCanBeConnectedToTheServerTest"
"","700","userCannotCreateBuildConfigurationWithInvalidId()","","2026-07-16","passed","2026-07-16","","api.build.BuildConfigurationTest","api.build.BuildConfigurationTest","userCannotCreateBuildConfigurationWithInvalidId"
"","793","userCanCreateBuildConfiguration()","","2026-07-16","passed","2026-07-16","","api.build.BuildConfigurationTest","api.build.BuildConfigurationTest","userCanCreateBuildConfiguration"
"","448","agentCanBeAuthorizedTest()","","2026-07-16","passed","2026-07-16","","api.agent.AgentTest","api.agent.AgentTest","agentCanBeAuthorizedTest"
"","155","basicAuthTest()","","2026-07-16","passed","2026-07-16","","api.authorization.AuthorizationUserTest","api.authorization.AuthorizationUserTest","basicAuthTest"
"","3947","adminCanCreateProjectAndGetItByIdTest()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCanCreateProjectAndGetItByIdTest"
"","1491","userCanCopyBuildConfiguration()","","2026-07-16","passed","2026-07-16","","api.build.BuildConfigurationTest","api.build.BuildConfigurationTest","userCanCopyBuildConfiguration"
"","216","basicAuthInvalidDataTest(String, String, String) Negative tests: wrong password","","2026-07-16","passed","2026-07-16","","api.authorization.AuthorizationUserTest","api.authorization.AuthorizationUserTest","basicAuthInvalidDataTest"
"","4365","userCannotCreateBuildConfigurationWithDuplicateId()","","2026-07-16","passed","2026-07-16","","api.build.BuildConfigurationTest","api.build.BuildConfigurationTest","userCannotCreateBuildConfigurationWithDuplicateId"
"","156","adminCannotGetProjectWithWrongLocator()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCannotGetProjectWithWrongLocator"
"","2528","adminCannotDeleteNotExistingProjectByIdTest()","","2026-07-16","passed","2026-07-16","","api.project.ProjectTest","api.project.ProjectTest","adminCannotDeleteNotExistingProjectByIdTest"
